00 03 3F A0 9C,GM --> DIA: Diagnostic command acknowledged
00 03 3F A2 9E,GM --> DIA: Diagnostic command rejected
D0 10 80 54 47 43 95 64 60 07 BD 00 00 00 00 00 00 3B,LCM --> IKE: Vehicle data status, VIN GC95646; Total dist 198,100 kms [123,094 mls]; SI-L 0 litres since last service; ; SI-T 0 days since last service
D0 10 80 54 47 43 95 64 60 07 BD 00 AC 00 00 00 00 97,LCM --> IKE: Vehicle data status, VIN GC95646; Total dist 198,100 kms [123,094 mls]; SI-L 1720 litres since last service; ; SI-T 0 days since last service
D0 10 80 54 47 43 95 64 60 07 CB 00 0E 00 00 00 00 43,LCM --> IKE: Vehicle data status, VIN GC95646; Total dist 199,500 kms [123,964 mls]; SI-L 140 litres since last service; ; SI-T 0 days since last service
D0 10 80 54 47 4D 64 13 30 06 00 00 69 00 00 00 00 36,LCM --> IKE: Vehicle data status, VIN GM64133; Total dist 153,600 kms [95,443 mls]; SI-L 1050 litres since last service; ; SI-T 0 days since last service
D0 10 80 54 4C 4E 83 01 70 05 99 42 91 00 00 06 D3 7E,LCM --> IKE: Vehicle data status: VIN LN83017; Total dist 143300 kms; SI-L 6570 litres since last service; ; SI-T 0 days since last service
D0 10 80 54 4C 56 93 28 40 08 A2 41 E8 00 00 00 00 F6,LCM --> IKE: Vehicle data status, VIN LV93284; Total dist 221,000 kms [137,323 mls]; SI-L 4880 litres since last service; ; SI-T 0 days since last service
D0 11 3F A0 00 47 43 95 64 60 07 BD 00 AC 00 00 00 00 DD,LCM --> DIA: Diagnostic command acknowledged, Data="00 47 43 95 64 60 07 BD 00 AC 00 00 00 00"    [ GCd`      ]
D0 22 3F A0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6D,LCM --> DIA: Diagnostic command acknowledged, Data="00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"    [                               ]
D0 22 3F A0 01 28 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 45,LCM --> DIA: Diagnostic command acknowledged, Data="01 28 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"    [ (                             ]
D0 23 3F A0 00 02 00 40 01 00 08 00 00 00 00 00 00 00 00 23 72 4E 21 90 01 00 0B 00 00 00 00 28 1F 00 00 00 B4,LCM --> DIA: Diagnostic command acknowledged, Data="00 02 00 40 01 00 08 00 00 00 00 00 00 00 00 23 72 4E 21 90 01 00 0B 00 00 00 00 28 1F 00 00 00"    [   @           #rN!       (    ]
D0 23 3F A0 00 02 86 57 01 00 24 74 00 00 00 00 00 00 00 00 00 4E 40 90 00 08 1B 02 00 00 00 5A 17 01 00 00 2D,LCM --> DIA: Diagnostic command acknowledged, Data="00 02 86 57 01 00 24 74 00 00 00 00 00 00 00 00 00 4E 40 90 00 08 1B 02 00 00 00 5A 17 01 00 00"    [  W  $t         N@       Z    ]
D0 23 3F A0 00 33 00 40 01 00 08 00 00 00 00 00 00 00 00 23 20 4E 21 90 00 00 4E 00 00 06 00 5A 16 00 00 00 EE,LCM --> DIA: Diagnostic command acknowledged, Data="00 33 00 40 01 00 08 00 00 00 00 00 00 00 00 23 20 4E 21 90 00 00 4E 00 00 06 00 5A 16 00 00 00"    [ 3 @           # N!  N    Z    ]
D0 23 3F A0 00 86 B3 53 01 00 3C 74 00 00 00 00 00 00 00 B0 A7 4E 40 90 10 00 4B 00 00 02 00 5A 16 00 00 00 DF,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 B3 53 01 00 3C 74 00 00 00 00 00 00 00 B0 A7 4E 40 90 10 00 4B 00 00 02 00 5A 16 00 00 00"    [ S  <t       N@  K    Z    ]
D0 23 3F A0 00 86 B3 53 01 00 3C FF 00 00 00 00 00 00 00 B0 A7 4E 40 90 10 00 4B 00 00 02 00 5A 16 00 00 00 54,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 B3 53 01 00 3C FF 00 00 00 00 00 00 00 B0 A7 4E 40 90 10 00 4B 00 00 02 00 5A 16 00 00 00"    [ S  <       N@  K    Z    ]
D0 23 3F A0 00 86 BF 57 01 00 00 74 00 00 00 00 00 00 00 83 A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00 D0,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 BF 57 01 00 00 74 00 00 00 00 00 00 00 83 A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00"    [ W   t       N@  K    Z    ]
D0 23 3F A0 00 86 BF 57 01 00 38 74 00 00 00 00 00 00 00 00 A7 4E 40 90 10 00 4B 00 00 02 00 5A 16 00 00 00 63,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 BF 57 01 00 38 74 00 00 00 00 00 00 00 00 A7 4E 40 90 10 00 4B 00 00 02 00 5A 16 00 00 00"    [ W  8t        N@  K    Z    ]
D0 23 3F A0 00 86 BF 57 01 00 38 74 00 00 00 00 00 00 00 83 A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00 E8,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 BF 57 01 00 38 74 00 00 00 00 00 00 00 83 A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00"    [ W  8t       N@  K    Z    ]
D0 23 3F A0 00 86 BF 57 01 00 38 74 00 00 00 00 00 00 00 B0 A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00 DB,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 BF 57 01 00 38 74 00 00 00 00 00 00 00 B0 A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00"    [ W  8t       N@  K    Z    ]
D0 23 3F A0 00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 00 A7 4E 40 90 10 00 4B 80 00 02 00 5A 16 00 00 00 E7,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 00 A7 4E 40 90 10 00 4B 80 00 02 00 5A 16 00 00 00"    [ W  <t        N@  K   Z    ]
D0 23 3F A0 00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 7F 00 4E 40 90 00 04 0B 80 00 00 00 F0 84 00 00 00 51,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 7F 00 4E 40 90 00 04 0B 80 00 00 00 F0 84 00 00 00"    [ W  <t        N@         ]
D0 23 3F A0 00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 83 A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00 EC,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 83 A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00"    [ W  <t       N@  K    Z    ]
D0 23 3F A0 00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 9A A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00 F5,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 9A A7 4E 40 90 18 00 4B 00 00 02 00 5A 16 00 00 00"    [ W  <t       N@  K    Z    ]
D0 23 3F A0 00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 B0 00 4E 40 90 00 08 0B 80 00 00 00 F0 84 00 00 00 92,LCM --> DIA: Diagnostic command acknowledged, Data="00 86 BF 57 01 00 3C 74 00 00 00 00 00 00 00 B0 00 4E 40 90 00 08 0B 80 00 00 00 F0 84 00 00 00"    [ W  <t        N@         ]
D0 23 3F A0 01 01 5A 72 6D 75 73 5F 18 08 D6 86 C4 18 26 0B 13 9E 04 04 13 86 02 03 5F 20 02 C6 01 5D 26 03 1A,LCM --> DIA: Diagnostic command acknowledged, Data="01 01 5A 72 6D 75 73 5F 18 08 D6 86 C4 18 26 0B 13 9E 04 04 13 86 02 03 5F 20 02 C6 01 5D 26 03"    [  Zrmus_   &       _   ]& ]
D0 23 3F A0 01 01 82 87 E2 65 63 65 18 07 D6 86 C4 18 26 0B 13 9E 04 04 13 86 02 03 5F 20 02 C6 01 5D 26 03 8D,LCM --> DIA: Diagnostic command acknowledged, Data="01 01 82 87 E2 65 63 65 18 07 D6 86 C4 18 26 0B 13 9E 04 04 13 86 02 03 5F 20 02 C6 01 5D 26 03"    [  ece   &       _   ]& ]
D0 23 3F A0 02 15 88 20 D6 86 C4 18 26 0B 12 86 02 07 12 9E 04 03 15 89 33 F6 02 53 27 3C F6 01 5E 26 37 F6 35,LCM --> DIA: Diagnostic command acknowledged, Data="02 15 88 20 D6 86 C4 18 26 0B 12 86 02 07 12 9E 04 03 15 89 33 F6 02 53 27 3C F6 01 5E 26 37 F6"    [    &        3 S'< ^&7]
D0 23 3F A0 02 15 88 20 D6 86 C4 18 26 0B 12 86 02 07 12 9E 04 03 15 89 33 F6 0D 38 C4 02 27 22 F6 0D 36 C4 CE,LCM --> DIA: Diagnostic command acknowledged, Data="02 15 88 20 D6 86 C4 18 26 0B 12 86 02 07 12 9E 04 03 15 89 33 F6 0D 38 C4 02 27 22 F6 0D 36 C4"    [    &        3 8 '" 6]
D0 23 3F A0 03 00 00 00 00 00 00 00 00 00 00 00 00 0A 10 64 14 01 20 00 00 00 00 00 00 00 00 00 00 00 00 00 24,LCM --> DIA: Diagnostic command acknowledged, Data="03 00 00 00 00 00 00 00 00 00 00 00 00 0A 10 64 14 01 20 00 00 00 00 00 00 00 00 00 00 00 00 00"    [               d                ]
D0 23 3F A0 03 01 CC 2C 32 F6 01 C4 26 2D F6 01 C5 C1 20 26 26 5F F7 01 60 C6 02 F7 01 61 5F F7 01 62 F7 01 F0,LCM --> DIA: Diagnostic command acknowledged, Data="03 01 CC 2C 32 F6 01 C4 26 2D F6 01 C5 C1 20 26 26 5F F7 01 60 C6 02 F7 01 61 5F F7 01 62 F7 01"    [  ,2 &-  &&_ `  a_ b ]
D0 23 3F A0 03 20 26 1B 13 88 20 17 12 92 20 05 15 8B 04 20 0E 12 93 20 07 F6 0D 23 C4 08 27 03 14 8B 04 F6 34,LCM --> DIA: Diagnostic command acknowledged, Data="03 20 26 1B 13 88 20 17 12 92 20 05 15 8B 04 20 0E 12 93 20 07 F6 0D 23 C4 08 27 03 14 8B 04 F6"    [  &               # '   ]
D0 23 3F A0 03 FF EF 6B 03 FF EF 6B 03 FF EF 60 02 0A 10 64 14 01 20 00 00 00 00 00 00 00 00 00 00 00 00 00 56,LCM --> DIA: Diagnostic command acknowledged, Data="03 FF EF 6B 03 FF EF 6B 03 FF EF 60 02 0A 10 64 14 01 20 00 00 00 00 00 00 00 00 00 00 00 00 00"    [ k k `   d                ]
D0 23 3F A0 04 0D 26 C4 01 27 15 F6 05 40 27 07 5F F7 05 40 F7 01 E0 D6 9B 26 05 C6 FF F7 05 40 F6 0D 23 2C CD,LCM --> DIA: Diagnostic command acknowledged, Data="04 0D 26 C4 01 27 15 F6 05 40 27 07 5F F7 05 40 F7 01 E0 D6 9B 26 05 C6 FF F7 05 40 F6 0D 23 2C"    [  & '  @' _ @ &  @ #,]
D0 23 3F A0 04 63 F7 01 64 F7 01 65 F7 01 66 F7 01 67 CC BC AD 8F AD 00 5F F7 01 CC F6 0D 38 C4 02 27 22 F6 67,LCM --> DIA: Diagnostic command acknowledged, Data="04 63 F7 01 64 F7 01 65 F7 01 66 F7 01 67 CC BC AD 8F AD 00 5F F7 01 CC F6 0D 38 C4 02 27 22 F6"    [ c d e f g _  8 '"]
D0 23 3F A0 05 0D 36 C4 20 26 1B 13 88 20 17 12 92 20 05 15 8B 04 20 0E 12 93 20 07 F6 0D 23 C4 08 27 03 14 B4,LCM --> DIA: Diagnostic command acknowledged, Data="05 0D 36 C4 20 26 1B 13 88 20 17 12 92 20 05 15 8B 04 20 0E 12 93 20 07 F6 0D 23 C4 08 27 03 14"    [  6 &               # '  ]
D0 23 3F A0 05 2F F6 0D 23 C4 04 27 28 13 85 10 11 D6 82 27 0D F6 01 89 C4 04 26 06 CE 01 89 1D 00 02 12 85 E8,LCM --> DIA: Diagnostic command acknowledged, Data="05 2F F6 0D 23 C4 04 27 28 13 85 10 11 D6 82 27 0D F6 01 89 C4 04 26 06 CE 01 89 1D 00 02 12 85"    [ / # '(   '   &      ]
D0 23 3F A0 06 10 0F CE 01 89 1D 00 07 CE 01 89 1D 00 70 15 8A 06 C6 01 D7 26 D6 9B C1 07 24 10 F6 02 14 C1 33,LCM --> DIA: Diagnostic command acknowledged, Data="06 10 0F CE 01 89 1D 00 07 CE 01 89 1D 00 70 15 8A 06 C6 01 D7 26 D6 9B C1 07 24 10 F6 02 14 C1"    [          p   & $   ]
D0 23 3F A0 06 8B 04 F6 0D 26 C4 01 27 15 F6 05 40 27 07 5F F7 05 40 F7 01 E0 D6 9B 26 05 C6 FF F7 05 40 F6 B4,LCM --> DIA: Diagnostic command acknowledged, Data="06 8B 04 F6 0D 26 C4 01 27 15 F6 05 40 27 07 5F F7 05 40 F7 01 E0 D6 9B 26 05 C6 FF F7 05 40 F6"    [   & '  @' _ @ &  @]
D0 23 3F A0 07 03 26 09 F6 01 5E 27 04 5F F7 01 68 F6 0D 28 C4 04 27 77 D6 82 26 0D 5F F7 05 53 F7 05 52 D7 B9,LCM --> DIA: Diagnostic command acknowledged, Data="07 03 26 09 F6 01 5E 27 04 5F F7 01 68 F6 0D 28 C4 04 27 77 D6 82 26 0D 5F F7 05 53 F7 05 52 D7"    [  &  ^' _ h ( 'w& _ S R]
D0 23 3F A0 07 0D 23 2C 2F F6 0D 23 C4 04 27 28 13 85 10 11 D6 82 27 0D F6 01 89 C4 04 26 06 CE 01 89 1D 00 7D,LCM --> DIA: Diagnostic command acknowledged, Data="07 0D 23 2C 2F F6 0D 23 C4 04 27 28 13 85 10 11 D6 82 27 0D F6 01 89 C4 04 26 06 CE 01 89 1D 00"    [  #,/ # '(   '   &    ]
D0 23 3F A0 08 02 12 85 10 0F CE 01 89 1D 00 07 CE 01 89 1D 00 70 15 8A 06 C6 01 D7 26 D6 9B C1 07 24 10 F6 7F,LCM --> DIA: Diagnostic command acknowledged, Data="08 02 12 85 10 0F CE 01 89 1D 00 07 CE 01 89 1D 00 70 15 8A 06 C6 01 D7 26 D6 9B C1 07 24 10 F6"    [            p   & $ ]
D0 23 3F A0 08 BC D7 BD 20 66 F6 01 BC C4 10 27 15 D6 BC C1 03 23 0F F6 05 52 C1 03 24 08 C6 B4 F7 05 50 7C 3E,LCM --> DIA: Diagnostic command acknowledged, Data="08 BC D7 BD 20 66 F6 01 BC C4 10 27 15 D6 BC C1 03 23 0F F6 05 52 C1 03 24 08 C6 B4 F7 05 50 7C"    [  f  '  #  R $  P|]
D0 23 3F A0 09 02 14 C1 03 26 09 F6 01 5E 27 04 5F F7 01 68 F6 0D 28 C4 04 27 77 D6 82 26 0D 5F F7 05 53 F7 E0,LCM --> DIA: Diagnostic command acknowledged, Data="09 02 14 C1 03 26 09 F6 01 5E 27 04 5F F7 01 68 F6 0D 28 C4 04 27 77 D6 82 26 0D 5F F7 05 53 F7"    [    &  ^' _ h ( 'w& _ S]
D0 23 3F A0 09 05 52 F6 05 50 27 12 7A 05 50 CE 04 C4 1D 00 10 CE 04 CD 1C 00 01 5F D7 BC F6 01 BC C4 20 27 2E,LCM --> DIA: Diagnostic command acknowledged, Data="09 05 52 F6 05 50 27 12 7A 05 50 CE 04 C4 1D 00 10 CE 04 CD 1C 00 01 5F D7 BC F6 01 BC C4 20 27"    [  R P' z P        _  ']
D0 23 3F A0 0A 05 52 D7 BC D7 BD 20 66 F6 01 BC C4 10 27 15 D6 BC C1 03 23 0F F6 05 52 C1 03 24 08 C6 B4 F7 95,LCM --> DIA: Diagnostic command acknowledged, Data="0A 05 52 D7 BC D7 BD 20 66 F6 01 BC C4 10 27 15 D6 BC C1 03 23 0F F6 05 52 C1 03 24 08 C6 B4 F7"    [  R f  '  #  R $ ]
D0 23 3F A0 0A 15 D6 BD C1 03 23 0F F6 05 53 C1 03 24 08 C6 B4 F7 05 51 7C 05 53 F6 05 51 27 12 7A 05 51 CE 34,LCM --> DIA: Diagnostic command acknowledged, Data="0A 15 D6 BD C1 03 23 0F F6 05 53 C1 03 24 08 C6 B4 F7 05 51 7C 05 53 F6 05 51 27 12 7A 05 51 CE"    [   #  S $  Q| S Q' z Q]
D0 23 3F A0 0B 04 C4 1D 00 20 CE 04 CD 1C 00 01 5F D7 BD F6 0D 38 C4 40 27 12 D6 9C 27 0E 13 88 14 03 14 8F B3,LCM --> DIA: Diagnostic command acknowledged, Data="0B 04 C4 1D 00 20 CE 04 CD 1C 00 01 5F D7 BD F6 0D 38 C4 40 27 12 D6 9C 27 0E 13 88 14 03 14 8F"    [         _ 8@' '     ]
D0 23 3F A0 0B 05 50 7C 05 52 F6 05 50 27 12 7A 05 50 CE 04 C4 1D 00 10 CE 04 CD 1C 00 01 5F D7 BC F6 01 BC C6,LCM --> DIA: Diagnostic command acknowledged, Data="0B 05 50 7C 05 52 F6 05 50 27 12 7A 05 50 CE 04 C4 1D 00 10 CE 04 CD 1C 00 01 5F D7 BC F6 01 BC"    [  P| R P' z P        _ ]
D0 23 3F A0 0C 08 13 88 11 03 14 8F 10 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 53,LCM --> DIA: Diagnostic command acknowledged, Data="0C 08 13 88 11 03 14 8F 10 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"    [       9                      ]
D0 23 3F A0 0C C4 20 27 15 D6 BD C1 03 23 0F F6 05 53 C1 03 24 08 C6 B4 F7 05 51 7C 05 53 F6 05 51 27 12 7A 6B,LCM --> DIA: Diagnostic command acknowledged, Data="0C C4 20 27 15 D6 BD C1 03 23 0F F6 05 53 C1 03 24 08 C6 B4 F7 05 51 7C 05 53 F6 05 51 27 12 7A"    [  '  #  S $  Q| S Q' z]
D0 23 3F A0 0D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 61,LCM --> DIA: Diagnostic command acknowledged, Data="0D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"    [                                ]
D0 23 3F A0 0D 05 51 CE 04 C4 1D 00 20 CE 04 CD 1C 00 01 5F D7 BD 39 00 00 00 00 00 00 00 00 00 00 00 00 00 10,LCM --> DIA: Diagnostic command acknowledged, Data="0D 05 51 CE 04 C4 1D 00 20 CE 04 CD 1C 00 01 5F D7 BD 39 00 00 00 00 00 00 00 00 00 00 00 00 00"    [  Q        _9             ]
D0 23 3F A0 0E 00 14 73 00 9A 93 5C 5C 56 EC 07 EA 4E 88 88 88 88 71 5E 51 47 3F 36 2F 2F 2F 2F 2F 2F 2F 68 62,LCM --> DIA: Diagnostic command acknowledged, Data="0E 00 14 73 00 9A 93 5C 5C 56 EC 07 EA 4E 88 88 88 88 71 5E 51 47 3F 36 2F 2F 2F 2F 2F 2F 2F 68"    [   s \V Nq^QG?6///////h]
D0 23 3F A0 0F F0 7D FF 00 10 5A 21 3F 02 28 00 00 00 00 00 0C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 63,LCM --> DIA: Diagnostic command acknowledged, Data="0F F0 7D FF 00 10 5A 21 3F 02 28 00 00 00 00 00 0C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"    [ }  Z!? (                     ]
D0 23 3F A0 0F F0 7D FF 00 10 5A 32 3F 03 28 00 00 00 00 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 63,LCM --> DIA: Diagnostic command acknowledged, Data="0F F0 7D FF 00 10 5A 32 3F 03 28 00 00 00 00 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"    [ }  Z2? (                     ]
D0 23 3F A0 10 7F 7F 7F 7F 7F 7F 8F 8B 85 81 00 00 00 00 00 00 00 12 FF 48 5C 48 5C 48 6E 00 00 00 00 00 00 B7,LCM --> DIA: Diagnostic command acknowledged, Data="10 7F 7F 7F 7F 7F 7F 8F 8B 85 81 00 00 00 00 00 00 00 12 FF 48 5C 48 5C 48 6E 00 00 00 00 00 00"    [         HHHn      ]
D0 23 3F A0 11 FE 31 32 00 28 07 D0 00 28 42 68 3B 4C F2 01 05 0A 23 96 0A 0A 24 32 12 00 64 00 00 00 00 00 23,LCM --> DIA: Diagnostic command acknowledged, Data="11 FE 31 32 00 28 07 D0 00 28 42 68 3B 4C F2 01 05 0A 23 96 0A 0A 24 32 12 00 64 00 00 00 00 00"    [ 12 (  (Bh;L   #  $2  d     ]
D0 23 3F A0 11 FE 31 32 00 28 07 D0 00 28 42 68 3B 4C F2 01 05 0A 23 96 0A 0A 24 32 12 FF 64 00 00 00 00 00 DC,LCM --> DIA: Diagnostic command acknowledged, Data="11 FE 31 32 00 28 07 D0 00 28 42 68 3B 4C F2 01 05 0A 23 96 0A 0A 24 32 12 FF 64 00 00 00 00 00"    [ 12 (  (Bh;L   #  $2 d     ]
D0 23 3F A0 12 B7 6D DB F1 71 00 00 80 FF FF 0F FC C7 FF FF C0 7F 00 FF 0F 1C FF FF FF FF 66 66 66 00 00 00 7E,LCM --> DIA: Diagnostic command acknowledged, Data="12 B7 6D DB F1 71 00 00 80 FF FF 0F FC C7 FF FF C0 7F 00 FF 0F 1C FF FF FF FF 66 66 66 00 00 00"    [ mq      fff   ]
D0 23 3F A0 12 B7 6D DB FF 71 00 00 80 FF FF 0F FC C7 FF FF C0 7F 00 FF 0F 1C FF FF FF FF 66 66 66 00 00 00 70,LCM --> DIA: Diagnostic command acknowledged, Data="12 B7 6D DB FF 71 00 00 80 FF FF 0F FC C7 FF FF C0 7F 00 FF 0F 1C FF FF FF FF 66 66 66 00 00 00"    [ mq      fff   ]
D0 23 3F A0 12 B7 6D DB FF 71 1C 00 80 FF FF 0F FC C7 FF FF C7 7F 00 FF 0F 1C FF FF FF FF 66 66 66 00 00 00 6B,LCM --> DIA: Diagnostic command acknowledged, Data="12 B7 6D DB FF 71 1C 00 80 FF FF 0F FC C7 FF FF C7 7F 00 FF 0F 1C FF FF FF FF 66 66 66 00 00 00"    [ mq      fff   ]
D0 23 3F A0 12 FF FF FF F1 FF 03 20 80 FF FF 0F FC C7 8F FF E0 7F 00 FF 0F 1C FF FF FF FF 01 23 45 00 00 00 7C,LCM --> DIA: Diagnostic command acknowledged, Data="12 FF FF FF F1 FF 03 20 80 FF FF 0F FC C7 8F FF E0 7F 00 FF 0F 1C FF FF FF FF 01 23 45 00 00 00"    [        #E   ]
D0 23 3F A0 12 FF FF FF FF F1 03 00 80 FF FF 0F FC C7 8F FF F8 7F 00 FF 0F 1C FF FF FF FF 01 23 45 00 00 00 44,LCM --> DIA: Diagnostic command acknowledged, Data="12 FF FF FF FF F1 03 00 80 FF FF 0F FC C7 8F FF F8 7F 00 FF 0F 1C FF FF FF FF 01 23 45 00 00 00"    [        #E   ]
D0 23 3F A0 12 FF FF FF FF F1 03 F8 F1 1F FF 0F FC C7 0F FC FF 7F 00 FF 0F 1C FF FF FF FF 00 00 00 00 00 00 CE,LCM --> DIA: Diagnostic command acknowledged, Data="12 FF FF FF FF F1 03 F8 F1 1F FF 0F FC C7 0F FC FF 7F 00 FF 0F 1C FF FF FF FF 00 00 00 00 00 00"    [              ]
D0 23 3F A0 12 FF FF FF FF FF 03 38 80 FF FF 0F FC C7 8F FF F8 7F 00 FF 0F 1C FF FF FF FF 01 23 45 00 00 00 72,LCM --> DIA: Diagnostic command acknowledged, Data="12 FF FF FF FF FF 03 38 80 FF FF 0F FC C7 8F FF F8 7F 00 FF 0F 1C FF FF FF FF 01 23 45 00 00 00"    [  8     #E   ]
D0 23 3F A0 C1 C0 00 00 00 00 00 00 00 A7 00 00 8A 00 8C E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE 21,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 00 00 00 00 00 00 A7 00 00 8A 00 8C E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                      ]
D0 23 3F A0 C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C 17 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE DD,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C 17 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                       ]
D0 23 3F A0 C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C ABG FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE 61,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C ABG FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                      ]
D0 23 3F A0 C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C AD FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE 67,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C AD FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                      ]
D0 23 3F A0 C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C B2 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE 78,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C B2 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                      ]
D0 23 3F A0 C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE 2E,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 00 00 00 00 00 00 A8 00 00 8A 00 8C E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                      ]
D0 23 3F A0 C1 C0 00 20 00 00 00 00 00 A6 00 00 00 00 00 E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE 06,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 20 00 00 00 00 00 A6 00 00 00 00 00 E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                        ]
D0 23 3F A0 C1 C0 00 20 00 00 00 00 00 A6 00 00 00 00 80 E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE 86,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 20 00 00 00 00 00 A6 00 00 00 00 80 E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                       ]
D0 23 3F A0 C1 C0 00 20 00 00 00 00 00 A6 00 00 8A 00 08 E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE 84,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 20 00 00 00 00 00 A6 00 00 8A 00 08 E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                       ]
D0 23 3F A0 C1 C0 00 20 00 00 00 00 00 A6 00 00 8A 00 8C E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE 00,LCM --> DIA: Diagnostic command acknowledged, Data="C1 C0 00 20 00 00 00 00 00 A6 00 00 8A 00 8C E4 FF 00 08 00 00 00 00 00 00 00 00 00 00 FF FF FE"    [                      ]
E8 03 00 75 9E,RLS --> GM: Wiper status request
E8 03 80 10 7B,RLS --> IKE: Ignition status request
E8 04 BF 02 01 50,RLS --> GLO: Device status ready, after Reset
